datetime,Seattle
2015-03-18,282.0160416666667
2015-03-19,282.39308333333327
2015-03-20,283.8426875
2015-03-21,284.07535416666667
2015-03-22,281.51062499999995
2015-03-23,280.93475
2015-03-24,280.542125
2015-03-25,280.28806250000014
2015-03-26,284.7740416666666
2015-03-27,285.31414583333327
2015-03-28,284.62475000000006
2015-03-29,283.34762500000005
2015-03-30,284.04929166666665
2015-03-31,284.0549791666666
2015-04-01,280.963375
2015-04-02,279.7971041666667
2015-04-03,280.8076875
2015-04-04,280.54995833333334
2015-04-05,280.2609166666667
2015-04-06,281.7443958333334
2015-04-07,281.97510416666665
2015-04-08,282.1282708333334
2015-04-09,281.79877083333344
2015-04-10,282.73895833333336
2015-04-11,281.2357083333333
2015-04-12,281.2459791666667
2015-04-13,281.8153125
2015-04-14,279.39462499999996
2015-04-15,280.2723333333333
2015-04-16,281.41866666666664
2015-04-17,284.2006875000001
2015-04-18,285.37920833333334
2015-04-19,285.50474999999994
2015-04-20,286.6042916666666
2015-04-21,286.50383333333326
2015-04-22,283.39841666666666
2015-04-23,282.12854166666665
2015-04-24,281.50466666666665
2015-04-25,281.73752083333335
2015-04-26,281.37025
2015-04-27,286.0491666666666
2015-04-28,287.8196388875
2015-04-29,283.61395486250007
2015-04-30,284.8097291666667
2015-05-01,286.0129999999999
2015-05-02,286.4240208333334
2015-05-03,285.27227083333327
2015-05-04,285.4274791666667
2015-05-05,284.10764583333327
2015-05-06,282.6380208333333
2015-05-07,284.3431041666666
2015-05-08,286.50139583333333
